002_0027_0184.8-0194.1|For det første har han været chef for tjenesten i en periode hvor terrortruslen for alvor kom til Danmark og hvor PET gennemgik store organisatoriske forandringer|for det første har han været chef for tjeneste i en periode hvor terrortruslen for alvor kommet til danmark og hvor p.t. game geek store organisatoriske forandringer
002_0028_0194.1-0198.4|Han mener at hans viden og erfaring udgør et vigtigt historisk vidnesbyrd|han mener at hans viden og erfaring udgør et vigtigt historisk vidnesbyrd
002_0029_0198.4-0209.1|For det andet valgte Jakob Scharf som PET-chef at være usædvanligt synlig i offentligheden ud fra en erkendelse af at en efterretningstjeneste har brug for folkelig og politisk opbakning|for det andet valgte jacob scherfig som pige t-shirt at være usædvanligt synlige i offentligheden ud fra en erkendelse af at en efterretningstjeneste har brug for folkelige og politisk opbakning
002_0030_0209.1-0214.8|Selvom han ikke længere er i PET mener han stadig at mere åbenhed er en fordel for tjenesten|selvom han ikke længere er ibd mener han stadig at mere åbenhed af en fordel for tjenesten
002_0031_0214.8-0223.9|Jakob Scharf har bidraget med oplysninger af offentligt tilgængelig karakter og med erindringer og vurderinger som er citeret løbende gennem bogen|jakob scharfs har bidraget med oplysninger af offentlig tilgængelige karakterer om erindringer om vurdering og som er citeret løbe igennem bogen
002_0032_0223.9-0231.0|Efter forudgående aftale har han fået lov til at få alle sine citater til gennemsyn da første udgave af manuskriptet lå færdigt|efter forudgående aftale har han fået lov til at få alle citater til gennemsyn der er 1. udgaver manuskriptet færdigt
002_0033_0231.0-0239.8|Der var 10-15 steder i bogen hvor han ønskede at ændre sine citater fordi han mente hans ord kunne misforstås eller fordi jeg havde skrevet noget direkte forkert|der var 10 til 15 steder i bogen hvor han ønskede at ændre sine citater på det jeg mente han tror kun misforstås eller fordi jeg har skrevet noget direkte forkert
002_0034_0239.8-0248.1|Derudover har Jakob Scharf ikke haft indflydelse på den journalistiske fremstilling  hverken i forhold til sagerne eller sin egen rolle i PET|derudover har jakob scharf ikke haft indflydelse på den journalistiske fremstilling verden i forhold til sanne eller sin egen rolle i bet
003_0000_0000.0-0003.7|Jakob Scharf er hovedperson og den gennemgående stemme i denne bog|jacob schaap er hovedpersonen og den gennemgående stemme i denne bog
003_0004_0023.6-0032.9|Bogen bygger både på research foretaget løbende gennem det seneste årti og på skriftlige kilder og interviews indhentet i forbindelse med min research til bogen|bogen bygger både på research foretaget af løbende gennem det seneste årti og på skriftlige kilder og interviews in hentet i forbindelse med min research til bogen
003_0008_0047.7-0054.3|I alle tilfælde kender jeg kildernes identitet og de oplysninger de er kommet med er så vidt muligt efterprøvet|i alle tilfælde kender jeg kildernes identitet og de oplysninger de er kommet med er så vidt muligt efter prøvet
003_0009_0054.3-0068.9|Den skriftlige dokumentation består i høj grad af efterretningsrapporter politirapporter afhøringsrapporter og telefon-aflytninger fra både ind og udland som jeg gennem årene har skrabet sammen både gennem aktindsigt og gennem andre kilder|den skriftlige dokumentation består i høj grad er efterretningsrapporter politirapporter afhøringsrapporter og telefonaflytninger fra både ind- og udland som jeg gennem årene har skrabet sammen både gennem aktivitet og gennem andre kilder
003_0010_0068.9-0074.8|En anden væsentlig skriftlig kilde er retsdokumenter fra de forskellige terrorsager bogen behandler|end anden væsentlig skriftlig kilde er retsdokumenter fra de forskellige ting og sager bogen behandler
003_0011_0074.8-0081.4|Jeg har fået aktindsigt i anklageskrifter retsbøger og domme fra alle de terrorsager som har været for retten i Danmark|jeg har fået aktindsigt i anklageskrift og retsbøger og domme fra alle de ting og sager som har været for retten i danmark
003_0014_0099.8-0110.1|Samme sted er der desuden en navneliste over de centrale personer i bogen for de mange sager inkluderer et relativt stort persongalleri|samme sted er der desuden egennavne liste over de centrale personer i bogen for de mange sager inkluderer et relativ stor persongalleri
003_0015_0110.1-0118.1|I omtalen af straffesager har jeg af etiske årsager valgt kun at skrive navne på personer som er idømt længere fængselsstraffe|i omtalen af straffesager har jeg af etiske årsager valgt kun at skrive navne på personer som er idømt længere fængselsstraffe
003_0016_0119.9-0126.9|I bogen optræder også flere personer som har været beskyldt for at have indtaget ledende roller i det militante islamistiske miljø i Danmark og Europa|i bogen optræder også flere personer som har været beskyldt for at have indtaget ledende rolle i det militante islamistiske miljøer i danmark og europa
003_0017_0126.9-0144.2|Det drejer sig om Shiraz Tariq tidligere talsmand for den danske islamistiske gruppe Kaldet til Islam Abdessamad Fateh kaldet Abu Hamza tidligere imam i moskeen på Grimhøjvej i Aarhus og Farid Lamrabet en central skikkelse i det islamistiske miljø i Sverige|det drejer sig om shiraz tariq tidligere talsmand for den danske islamiske grupper kaldet til islam abdessamad fateh ali abou hamze tidligere imam ali moskeen på grimhøjvej i aarhus og formidler market in central skikkelse i den islamiske miljø i sverige
003_0018_0144.2-0153.1|Danskpakistaneren Shiraz Tariq har jeg interviewet om anklagerne mod ham hvilket fremgår i kapitel 13 og i noteapparatet|dansk pakistaner on shiraz tariq har interviewet om anklagerne imod ham hvilket fremgår i kapitel 13 og 18 apparatet
003_0019_0153.1-0161.7|Abu Hamza fra Aarhus forsøgte jeg at kontakte gentagne gange før han døde af kræft i sommeren 2015 men han svarede aldrig på mine henvendelser|abu hamza fra aarhus forsøgte jeg at kontakte gentagende gange for han døde af kræft i sommeren 2015 men han svarede på mine henvendelser
003_0020_0161.7-0170.8|Farid Lamrabet fra Sverige har jeg forsøgt at kontakte dels telefonisk og skriftligt og dels personligt i Stockholm tilbage i 2010|farid lamrabet fra sverige har jeg forsøgt at kontakte dels telefonisk og skriftligt og dels personligt i stockholm tilbage i 2010
003_0021_0170.8-0173.0|Han reagerede aldrig på mine henvendelser|han reagerede aldrig på mine henvendelser
003_0024_0184.9-0188.1|For så vidt var Jakob Scharfs tid en succeshistorie|for så vidt var jakob scharfs tid en succeshistorie
003_0025_0188.1-0206.5|Men han mødte også modstand og de omdiskuterede sager i hans tid er også et emne for bogen balladen om Henrik Sass Larsens sikkerhedsundersøgelse sagen om eks-agenten Morten Storm og sagen om interne samarbejdsproblemer og en nødløgn der i sidste ende fik Jakob Scharf til at forlade PET|men han møllers modstand og de omdiskuteres er i hans tid er også et emne fra bogen balladen om henrik sass larsens sikkerhedsundersøgelse sagen om x agenten morten storm at sagen om interne samarbejdsproblemer og en nødløgn der i sidste ende fik jacob schaap til at forlade bt
003_0026_0206.5-0213.7|Mest interessant ved Scharfs syvårige periode er dog at det var en tid hvor terroren skiftede ansigt|mest interessant hvis jeg vil 7 årig periode er dog at det var en tid hvor tower indskiftet ansigt
003_0027_0213.7-0224.9|Da Jakob Scharf indtog chefstolen i PET i 2007 forsvarede tjenesten landet mod attentatplaner udtænkt af bagmænd der gennem mange år var skolet i en fjendtlig ideologi|da jakob scharf 12 chefstolen i bet i 2007 forsvaret tjenesten landet mod attentatplaner ud til en app afmeld dig gennem mange år var skolen i en fjendtlig ideologi
003_0028_0224.9-0238.1|I dag forsvarer PET også Danmark mod stormløb og simple angreb udført af soloterrorister der griber ud efter en højere sag men først og fremmest handler på baggrund af den erfaring med vold som hører til en kriminel karriere|i dag forsvaret petersen danmark mod stormløb og simple angreb udført af sole terrorister der griber ud efter en højere sag men først og fremmest handler på baggrund af den erfaring med vold som hører til en kriminel karriere
003_0029_0239.8-0248.5|Som Jakob Scharf i bogen forklarer om den nye type gerningsmand Volden er det primære og så er der en ideologi der svæver hen over det|som jacob scherfig bogen forklar om den nye type gerningsmand volden er det primære og så er der en ideologi der svæver hen over det
003_0030_0248.5-0257.7|Og det ekstremt voldelige budskab har en appel og en tiltrækningskraft på nogle lidt andre typer end dem vi tidligere har set blive tiltrukket af den militant--islamistiske ideologi|og det ekstremt voldelige budskab har en appel og anti træknings kraft på nogle lidt andre typer end dem vi tidligere har set blive tiltrukket af den militant islamisme ideologi
003_0031_0259.4-0269.0|Tidligere var det typiske radikaliseringsforløb at man blev tiltrukket af den militante islamisme på grund af ideologien og så kom den voldelige overbygning senere i radikaliseringsforløbet|tidligere var det typiske radikaliserings forløb at man bliver tiltrukket af den militant islamisme på grund af ideologien og så kom den voldelige overbygning senere i radikalisering forløbet
003_0032_0269.0-0273.5|Men det har ændret sig med Islamisk Stat og gruppens ekstremt voldelige budskab|men det har ændret sig med islamisk stat og gruppens ekstremt voldelige budskab
003_0033_0273.5-0282.1|Både i Frankrig i Belgien og flere andre steder har vi set flere eksempler på terrorister som har en kriminel baggrund og som er voldsparate på forhånd|både i frankrig i belgien og flere andre steder har vi set flere eksempler på terrorister som har en kriminel baggrund og som er voldsparate på forhånd
003_0034_0282.1-0284.8|Det var også tilfældet med gerningsmanden i København|det var også tilfældet med gerningsmand i københavn
004_0000_0000.0-0007.2| Det er sandsynligt at Islamisk Stat og gangster-jihadister de kommende år vil fylde en del i trusselsbilledet|det er sandsynligt at islamisk stat og gangster jihadister de kommende år vil fylde en del trusselsbilledet
004_0002_0014.6-0023.0|Hjemvendte syrienskrigere udgør også en potentiel trussel ligesom truslen fra større velkoordinerede terrorangreb er uforandret|hjemvendte syrienskrigere udgør også en potentiel trussel ligesom truslen fra større velkoordineret terrorangreb er uforandret
004_0003_0023.0-0028.8|Bogen viser at der hverken findes enkle forklaringer eller nemme løsninger for at forhindre terror|bogen viser at der hverken fitness enkel forklaring og eller nemme løsninger for at forhindre terror
004_0005_0031.3-0038.5|Det seneste årti er et tocifret antal militante islamister blevet dømt for at planlægge terror mod Danmark|det seneste årti er et tocifret antal militante islamister blevet dømt for at planlægge tage over mod danmark
004_0006_0038.5-0047.3|Blandt de dømte har der været sociale afvigere som Omar el-Hussein men der har også været velintegrerede veluddannede og velfungerende unge mænd|blandt de dømte har der været sociale afvigere som omar el-hussein men der er også været velintegreret veluddannede og velfungerende unge mænd
004_0008_0059.9-0071.0|Nogle er opvokset i religiøse hjem andre i sekulære nogle har været overbeviste islamister i mange år andre er som Omar el-Hussein blevet ideologisk vækket i løbet af kort tid|nogle er opvokset i religiøs hjem andre i sekulær nogle har været overbeviste islamister i mange år andre som omar el-hussein blev ideologisk vækket i løbet af kort tid
004_0010_0076.7-0079.2|De ændrer sig og det samme gør deres metoder|de ændrer sig og det samme gør deres metoder
004_0011_0079.2-0085.6|For 15 år siden troede mange at truslen fremover ville komme fra nye terrorister med flycertifikat|for 15 år siden troede mange er truslen fremover vil komme fra nye terrorister med fly certifikat
004_0012_0085.6-0092.7|I sommeren 2016 så vi i Nice at en lejet lastvogn også er et dræbende våben|i sommeren 2016 viser i nice er en lejet lastvogn også var i bredden af våben
004_0013_0092.7-0097.9|Jakob Scharf siger at der herfra er to veje ind i fremtiden|jacob schaap siger at der herfra er tilbage i fremtiden
004_0014_0097.9-0102.6|Det er let at skrue op for sikkerheden det er mest et spørgsmål om penge|det er let at skrue op for sikkerheden det meste spørgsmål om penge
004_0015_0102.6-0104.8|Men det er vanskeligt at skrue ned igen|men det er vanskeligt at skrue ned igen
004_0016_0106.4-0112.9|Derfor er det spørgsmål vi skal stille os selv Hvor meget frihed vil vi ofre for en sikkerhed som aldrig kan blive total|er for dit spørgsmål du skal stille at se hvor meget frihed ved vi at få for en sikkerhed som aldrig kan blive total
005_0003_0048.4-0058.9|I hovedkvarteret mødtes Jakob Scharf under fire øjne med den øverste chef Michael Hayden en firstjernet general og tidligere chef for sikkerhedstjenesten NSA|i hovedkvarteret mødtes jakob scharfs under fire øjne med den øverste chef michael haden 1 4 stjernet general og tidligere chef for sikkerhedstjenesten in usa
005_0006_0070.8-0076.9|De amerikanske værter havde dog også andet på hjerte end at byde en ny dansk efterretningschef velkommen|de amerikanske værter havde dog også andet på hjerte eller blevet en ny dansk efterretningschef velkommen
005_0007_0076.9-0089.9|Under en briefing fortalte amerikanerne at de havde oplysninger om at en 21-årig dansk statsborger med pakistansk baggrund havde opholdt sig i en træningslejr for terrorister i det lovløse Waziristan på Pakistans grænse til Afghanistan|under en briefing fortæl ham at jeg kan også at de havde oplysninger om at en 21 årig dansk statsborger med pakistansk baggrund at opholde sig i en træningslejr for terrorister i det lovløse waziristan på pakistans grænser til afghanistan
005_0008_0089.9-0096.2|Dér havde al-Qaeda fundet et nyt skjulested efter den vestlige invasion af Afghanistan i 2001|der havde al qaeda fundet et nyt skjulested efter den vestlige invasion af afghanistan i 2001
005_0009_0096.2-0100.4|I træningslejren havde danskeren lært at håndtere våben og sprængstoffer|i træningslejren havde danskerne lær at håndtere våben og sprængstoffer
005_0013_0120.0-0124.3|Den drevne politiefterforsker viste sig nyttig at have ved sin side|den dræbende politi efterforsker viste sig at have nyt i ved sin side
005_0014_0124.3-0137.9|Frank Jensen vidste om nogen at efterretninger som dem de amerikanske efterretningsfolk nu lagde frem foran dem kunne dække over alt fra usikre oplysninger fra elektronisk overvågning til mere pålidelige informationer fra en menneskelig kilde helt tæt på den mistænkte|frank jensen vidste om nogen er det efterretninger som den amerikanske efterretningsfolk mulag frem foran dem kunne dække over alt fra usikker oplysninger fra elektronisk overvågning til mere pålidelig informationer fra en menneskelig kilde helt tæt på den mistænkte
006_0006_0029.9-0040.3|Danskpakistaneren boede med sin storebror i en lejlighed på Glasvej i Københavns Nordvestkvarter men han havde opholdt sig i Pakistan de seneste måneder viste PET’s nærmere undersøgelser|dansk pakistaner on boede med sin storebror i en lejlighed på glasvej i københavns nordvestkvarter men han havde opholdt sig i pakistan i de seneste måneder spise depicts nærmere undersøgelser
006_0007_0040.3-0043.4|Det var der som sådan ikke noget mystisk i|det var som sådan en mystisk i
006_0008_0043.4-0051.4|Det meste af Hammad Khürshids familie boede i Pakistan og både i 2005 og 2006 havde han været i hjemlandet for at besøge sin familie|det meste af ham at kunne sheets familie boede i pakistan og boede i 2005 og 2006 har han været i hjemlandet for at besøge sin familie
006_0009_0051.4-0060.4|Dette forår havde han fortalt til venner og kollegaer i Danmark at han skulle være i Pakistan i flere måneder fordi både hans søster og to andre familiemedlemmer skulle giftes|dette forår at han fortalte sine venner og kolleger i danmark er en skulle være pakistan i flere måneder for de både hans søster og to andre familiemedlemmers giftes
006_0010_0060.4-0066.6|Ifølge CIA havde Hammad Khürshid dog også brugt foråret på andet end fest og farver|i følge jer i had a hammer deputy dog også brugt foråret på andet end fest og farver
006_0012_0073.1-0076.3|Men hans telefonforbrug indikerede at der var noget om snakken|men hans telefonforbrug indikeret at der var noget om snakken
006_0014_0082.2-0086.5|Han havde dagligt ringet og sendt sms’er til venner og familie i både Danmark og Pakistan|han havde dagligt ringe og sende sms'er til venner og familie i både danmark og pakistan
006_0015_0086.5-0094.5|Lige indtil 27. april 2007. Fra den dag og næsten en måned frem var hans telefon helt død|lige indtil den 20. april 2007 fra den dag og næsten en måned frem på hans telefon helt død
006_0016_0094.5-0098.0|Ikke en eneste sms-besked sendte han i den periode|ikke en eneste sms besked til en da han i den periode
006_0017_0098.0-0103.3|Måske fordi han havde befundet sig i en træningslejr i det teknologisk tilbagestående Waziristan|måske fordi han havde befundet sig i en træningslejr i det teknologiske tilbagestående waziristan
006_0020_0125.8-0137.9|I lufthavnen fik PET-agenterne arrangeret det sådan at Hammad Khürshid blev taget til side i paskontrollen så PET havde tid til at gennemsøge hans kuffert før den blev sendt ud på bagagebåndet|i lufthavnen fik peter kent annonceret sådan at ha markus blev taget til side i paskontrollen så gik der tid til at gennemsøge hans kuffert børn blev sendt videre på bagagebåndet
006_0023_0150.1-0153.8|Det skal gå hurtigt for du har ikke adgang til bagagen i særlig lang tid|det skal gå hurtigt på du har ikke adgang til bagage i særlig lang tid
006_0027_0180.8-0188.8|I ankomsthallen blev Hammad Khürshid modtaget af sin storebror og en ven mens PETagenter i det skjulte stod og fotograferede de tre unge mænd|i ankomsthallen blev har man på sit modtaget af sin storebror og en ven med en spe agenda i det skjulte stod og fotograferet de tre unge mænd
006_0030_0193.0-0200.3|Men for de rejsende som passerede forbi ham i ankomsthallen må det have været svært at forestille sig at han var en terrorist på vej hjem fra en af al-Qaedas træningslejre|men for de rejsende som passerer forbi ham i ankomsthallen må det har været svært at forestille sig at han var en terrorist på vej hjem fra en al-qaedas træningslejr
006_0031_0200.3-0210.7|Hans kinder var glatbarberede han var klædt i moderigtige jeans hvid T-shirt og en rød baseballkasket og lignede for så vidt en gennemsnitlig ung dansker netop hjemvendt fra varmere himmelstrøg|hans kidnapper glatbarberet han var klædt i moderigtig jeans hvid t shirt børn rød baseball kasket og lignende for så vidt en gennemsnitlig ung dansker netop hjemvendt fra varmere himmelstrøg
006_0032_0210.7-0216.0|Men ledningerne og elpæren i hans kuffert fortalte en anden historie|min ledningerne og el pæren i hans kuffert fortalt en anden historie
006_0033_0216.0-0225.5|Da vi fandt de ting i hans kuffert var det den klare vurdering at der var hold i de efterretninger vi havde fået fra amerikanerne om at han havde været i en al-Qaedatræningslejr|da vi fandt de ting han skriver først var det den klare bouldering er der farligt i efterretninger vi havde fået fra amerikanerne om at han havde været en al qaeda træningslejr
006_0035_0230.5-0237.6|Det store spørgsmål var hvad Hammad Khürshid skulle bruge et par ledninger og en 3volts-pære til i Danmark|det store spørgsmål varberg hamaguchi skulle bruge et par ledninger og 13 points per til i danmark
006_0036_0237.6-0245.0|Det ville PET have vidst med større sikkerhed hvis de under den hemmelige ransagning havde set nærmere på indholdet i den kuvert hvorpå der stod ægteskabskontrakt|det ville b.t. avis større sikkerhed hvis de under den hemmelig ransagning har set nærmere på indholdet af dem kuvert hvor bor der stod ægteskabskontrakt
007_0002_0010.4-0015.8|Han spurgte om Jakob Scharf kiggede over i Slotsholmsgade og røg et par filterløse grønne Cecil med ham|han spurgte om jeg har opgivet over i slotsholmsgade og højpasfilter løse grønne cecil med ham
007_0003_0015.8-0023.8|Michael Lunn og Jakob Scharf delte ikke kun en hang til filterløse cigaretter de kendte også hinanden fra Jakob Scharfs mange år i Justitsministeriet|michael lund og jacob schaap del ikke kun har til filterløse cigaretter igen da også en anden fra jacob sherson mangeårig justitsministeriet
007_0005_0032.9-0039.3|Derfor skulle den hemmelige tjeneste have ny chef og Michael Lunn ville høre om Jakob Scharf var interesseret i stillingen|derfor skulle den hemmelige tjeneste ny chef og michael lund vil høre om jakob scharf var interesseret i stillingen
007_0006_0039.3-0042.6|Det krævede ikke så meget betænkningstid|det kan jo ikke så meget betænkningstid
007_0007_0042.6-0049.2|Efter angrebene mod USA 11. september 2001 var der en ny international dagsorden som jeg syntes var meget spændende|efter angrebet mod usa efter september 2001 var der en ny international dagsorden for meget spændende
007_0009_0055.7-0060.6|Det var en stor udfordring men jeg havde en klar fornemmelse af hvor jeg mente at PET skulle hen|det var en stor udfordring men jeg havde en klar fornemmelse af hvor jeg mente at p10 skulle hen
007_0010_0060.6-0063.4|Så jeg takkede hurtigt ja fortæller Jakob Scharf|så jeg takkede hurtigt i at fortæller jakob scharf
007_0011_0063.4-0069.7|Som 24-årig nyuddannet jurist var han blevet ansat i Justitsministeriet|som 24 årig nyuddannet jurist var han blevet ansat i justitsministeriet
007_0013_0079.1-0085.9|Siden var unge Scharf kun steget i graderne med chefstillinger i Justitsministeriet Statsministeriet og Rigspolitiet|siden var unge sharp kun steget i graderne ved chefstillinger i justitsministeriet statsministeriet og rigspolitiet
007_0014_0085.9-0093.0|Han var bare 40 år da han blev tilbudt topstillingen i PET som den yngste chef i tjenestens historie|han var bare 40 år der er blevet tilbudt top stillingen i bet som den yngste chef i tjenesten historie
007_0015_0093.0-0100.8|Karrierekomet lød skudsmålet i Kristeligt Dagblad da det blev offentliggjort at Jakob Scharf skulle være ny chef i PET|karriere komet lud skudsmålet i kristi dagblad da det blev offentliggjort at jacob schaap skulle være ny chef i bet
007_0016_0100.8-0106.2|Andre medier beskrev ham som himmelstormeren eller stjernejuristen fra statsforvaltningen|andre medier beskriv ham som himmelstormeren eller stjerne juristen fra statsforvaltningen
007_0019_0126.5-0138.1|Godt nok troppede Jakob Scharf altid op i et mørkt jakkesæt og en nystrøget hvid skjorte men han både talte og grinede meget og han røg gerne et par smøger med de fremmødte pressefolk|godt nok droppet jakob scharf altid op i et mørkt jakkesæt som en stor hvid skjorte men han boede i tale og grinede meget og sover han gerne på smøger med de fremmødte pressefold
007_0022_0152.8-0160.7|At de som unge havde rejst Europa tyndt på Interrail og at de nu brugte fritiden på at udforske resten af verden under lidt mindre primitive forhold|at de som unge hader at rejse i europa findes på interrail bordino brugte fritiden på at udforske resten af verden under 19 mindre primitive forhold
007_0023_0160.7-0169.8|Jakob Scharf fortalte at han interesserede sig for moderne kunst og var glad for sport selvom hans tennismakker sikkert ville mene at han lidt for ofte meldte afbud|jakob scharf fortalt at han interesseret så for moderne kunst og var glad for at sport selvom hans tennismakker sikkert vil mene at han lidt for ofte melde afbud
007_0025_0175.5-0189.2|Han afslørede at han alt for ofte endte med at spise thailandsk takeaway til aftensmad at han drak for meget kaffe røg for mange cigaretter lyttede til al slags musik fra bossanova over klassisk musik til Red Hot Chili Peppers|han afsløret at han alt for ofte endte med at spise thailandsk take away til aftensmad er han drak for meget kaffe og hvor mange cigaretter lyttede til al slags musik fra bossanova over klassisk musik til red hot chili peppers
007_0029_0223.9-0232.5|Så det blev han fotograferet med den lille veteranbil som først skulle hentes på værkstedet hos Villy i Hvidovre hvor den tilbragte lidt for meget tid|så det blev han fotograferet med den lille veteranbil som først skulle hentes på værkstedet hos vivi i hvidovre hvor den har tilbragt lidt for meget tid
007_0031_0240.2-0246.3|En efterretningschef skal helst ikke reklamere med at han kører rundt i en sjælden bil som enhver vil kunne genkende på gaden|en efterretningschef skal helst ikke reklamere med at han kører rundt i en sjælden bil som enhver vil kunne genkende på gaden
008_0001_0006.6-0009.1|Det handlede om at beskytte privatoplysninger|det er noget om at beskytte private oplysninger
008_0002_0009.1-0013.0|Der kom jo lige pludselig nogle sikkerhedsforanstaltninger på plads omkring min bopæl|der kommer jo lige pludselig nogle af sikkerhedsforanstaltninger på plads omkring min bopæl
008_0004_0024.2-0034.6| Der mødte Jakob Scharf en helt ny verden da han første gang trådte gennem sikkerhedssluserne til den anonyme gule murstensbygning i Søborg som er PET’s hovedkvarter|jeg mødte jakob scharf en helt ny verden da han først gang tror det gennem sikkerheds nuserne til den anonyme gule murstensbygning i søborg som er pds hovedkvarter
008_0006_0039.8-0044.4|Det er helt banale ting som at du ikke har noget liggende på skrivebordet når du går hjem fra arbejde|det er helt banale ting som at du ikke har noget liggende på skrivebordet når du går hjem fra arbejde
008_0007_0044.4-0046.6|Du makulerer alle papirer|du mærker ligger alle papirer
008_0008_0046.6-0048.4|Du låser alt andet inde i skabe|du låser alt om at skabe
008_0009_0048.4-0050.9|Du får udleveret særligt sikrede telefoner|du får udleveret særligt sikret telefoner
008_0010_0050.9-0053.3|Der er koder på dørene og der er adgangskort|der koder for dørene og der er adgangskort
008_0012_0062.9-0075.7|På sin allerførste arbejdsdag blev Jakob Scharf siddende til langt ud på natten for at hitte rede på alle de nye oplysninger om efterretningsoperationer sikkerhedssystemer og mobiltelefoner med alenlange pinkoder|på sin alder 1. arbejdsdag blev jacob scherfig siden af til langt ud på natten fordi du reddede på alle de nye oplysninger om efterretnings operation sikkerhedssystemer og mobiltelefoner med alenlange pinkoder
008_0013_0075.7-0083.6|Da han ud på natten ikke kunne mere gjorde han sig umage for at efterleve kravene om at makulere papirer og låse alt inde i særlige skabe|da han ud på natten ikke kunne mere det var han sig umage for at efterleve kravene om at makulere papir og låse alt inde i særlige skabe
008_0014_0083.6-0093.8|Som chef for PET havde han fået udleveret en særlig sikkerhedstaske fordi han som en af de eneste i tjenesten kunne have en legitim årsag til at tage hemmelige papirer med ud af bunkeren i Søborg|som chef for pet han fået udleveret en særlig sikkerhedstaske fordi han som en af de eneste i tjenesten kunne have en lille time oversat til at tage hemmelige papirer med ud af bunkeren i søborg
